text	Trump	Biden	West	HOF
make your voice heard morningmotivation bestyearever soldbyrhondaj allinhistime innercircle itsmylife financialfreedom cheercoach fitandforty september 2020vision lifechanges bigplans mindset transformation2020 	Neither	Neither	Neither	Non-Hateful
where will you be november 3, 2020 maga kag trump2020 	Favor	Neither	Neither	Non-Hateful
i am more than confident and convinced that you and kamala will do exactly that! vote bidenharris2020 	Neither	Favor	Neither	Non-Hateful
gopleader realdonaldtrump republicans have created the worst economies in history.. more than once. and it's been democrats who pulled us out everytime. we will do it again bidenharris2020 	Against	Favor	Neither	Non-Hateful
everyone interested us politics the revulsion that was donald trump's 2016 win should watch this report all about black voter suppression. trumpmustgo trumpisaracist bidenharris2020 deterringdemocracy deterrence	Against	Favor	Neither	Non-Hateful
fight back minnesota take back your rights and great state! votered2020 trump2020nowmorethanever jobs trade economy schoolchoice military veterans lawandorder backtheblue 	Favor	Neither	Neither	Non-Hateful
this is right on point. the silent majority has awoken trump2020 twgrp leadright 	Favor	Neither	Neither	Non-Hateful
magicjohnson is true !! trump2020 americafirst	Favor	Neither	Neither	Non-Hateful
cryptogainz1 the whole story seems janky to begin with. seems like trump is trying to play the 2016 dnc leak all over again. i'm not buying it. pushing fake news is just as bad as censorship. whichever it is, both have horrible implications.	Against	Neither	Neither	Non-Hateful
tycovington4 malikmo89602614 realdlhughley politico it is not joe biden and his, as he calls her, token ni66er kamala. 	Neither	Against	Neither	Non-Hateful
sol won't let your memes be unpleasant dreams. an homage to the mistress of memes and the mistress of the dark! solmemes1 lmdsc1 therealelvira maga maga2020 kag kag2020 	Favor	Neither	Neither	Non-Hateful
kamalaharris .. or saying only 6% of deaths actually from covid bullshit on both twitter and fox. the us president dismissing 198k dead americans is disgusting. you had a chance to rip trumppence a new one in the debate, and failed dismally. i still volunteerdonate for you, but pissed!	Neither	Mixed	Neither	Hateful
reflectingman suzanne tammaro lauferlaw soledadobrien know the feeling. i hit the mute button when trump's on. every time	Against	Neither	Neither	Non-Hateful
kellyannepolls you failed to save 216,784 lives from trump's lies and narcissistic incompetence.	Against	Neither	Neither	Non-Hateful
next week realdonaldtrump will sale the us for some magic beans and he'll tell his cult that they'll be the best magic beans you'll ever seen. plot twist, they'll believe him. covita bidenharris2020 votehimout vote	Against	Favor	Neither	Non-Hateful
.cher wants arizonans to vote early! i don't have anything amazing to say, just vote and i'm happy to have been here. i can't see you but i can feel you. that's all i have to say is vote and bring someone to vote. 	Neither	Neither	Neither	Non-Hateful
michaelskolnik our family has already cast our ballots! this election is in progress now! check early voting and absentmail in ballot deadlines for your states if you don't plan to go to the polls november 3rd. get those ballots postmarked on time! vote bidenharris2020 votebluetosaveamerica 	Neither	Favor	Neither	Non-Hateful
it is interesting, because some of the professors that write political science textbooks out of princeton follow my account, and this election is historical. i don't want the history books saying donald trump wins mi on november 3rd. please vote for joe and kamala.	Against	Favor	Neither	Non-Hateful
wanna make a mandate and say it's the law huh looks like you break your own laws.oh wait, that's cause it's not a law, you nipple ring wearing asshole!! what law is not murdering innocent people or committing small scale genocide. trump2020 drainthenyswamp cuomoisamurderer 	Favor	Neither	Neither	Hateful
realdonaldtrump let's get this to 30 million views!!! trump2020 redwave	Favor	Neither	Neither	Non-Hateful
the testimony that trump don't want you to see about the university con! biden2020 trump 	Against	Favor	Neither	Non-Hateful
joebiden they do.. the top 10% pays 70% of all taxes. interesting that you will be taxing everyone making over $400,000. who makes $400,000 oh yes the president. you're losing it man have fun in the ring with big don tonight! trump2020	Favor	Against	Neither	Non-Hateful
queen and princess with our current and future representative abigail spanberger. govote voteblue2020 	Neither	Favor	Neither	Non-Hateful
joe and kamala are winners, regardless! democrat womenforbiden mccainsrevenge johnmccain biden obamawasbetterateverything trumpislosing biden arizona bidenharristosaveamerica kamalaharrisvp nastywoman liberal mccain 	Against	Favor	Neither	Non-Hateful
seanhannity speakerpelosi is a vile human being! longlivetrump maga2020	Favor	Neither	Neither	Hateful
20jarett24 my reply to d.l.: it's almost as if the dems masked the solution for prevention. if only i could put my washed finger(s) on it. the answer is out there, perhaps at a socially safe distance. covid19 wearamask  bidenharris2020 vote  votehimout2020	Against	Favor	Neither	Non-Hateful
voted today for joe biden!! 	Neither	Favor	Neither	Non-Hateful
realdonaldtrump trump uses relief bill as tool to manipulate stock market illegally inside trading with short sellingdriving markets down tuesday, saying no deal! making money also on rise, when he reverses wgo big! hehis cronies illegally profit once a week! gutted sec needs to charge him!	Against	Neither	Neither	Non-Hateful
crowds streamed into the streets of san francisco and oakland saturday to celebrate the victory of former vice president joe biden and senator kamala harris in the contentious 2020 presidential election. 	Neither	Neutral mentions	Neither	Non-Hateful
orange county ca showed up for realdonaldtrump today! maga2020 	Favor	Neither	Neither	Non-Hateful
esaagar you have to elect me to learn what you're getting. - joe biden	Neither	Neutral mentions	Neither	Non-Hateful
dinosaurgirl donwinslow danpfeiffer couple of dan's observations: .. trump has been at least authoritarian curious. .. let's be honest: trump is not some mastermind criminal.. were he not president, he would end up on one of buzzfeed's lists of america's dumbest criminals, .. buzzfeed bidenharris2020	Against	Favor	Neither	Non-Hateful
sentedcruz no foreign policy questions man, that pisses me off! trump is a genius on foreign policy and joe doesn't know about anything! if he won, kamala harris will be president (lower case) in six months, and that really pisses me off! 	Favor	Against	Neither	Non-Hateful
ramble rants 4us2trump2020 fuknutz contribute if you can : to trumppence2020 freedom filltheseat	Favor	Neither	Neither	Non-Hateful
congratulations to our 46th president, joe biden, and vice president, kamala harris, on their victory today! 	Neither	Favor	Neither	Non-Hateful
can't wait to see biden dragggggg the fat toad tonight! bidenharris2020	Against	Favor	Neither	Hateful
hoh uk realdonaldtrump dude this show looks amazing. we need more of this and less drama. btw trump2020	Favor	Neither	Neither	Non-Hateful
joebiden 200million people really jaketapper coronaviruspandemic harrisbiden2020 trumppence2020 	Neutral mentions	Neutral mentions	Neither	Non-Hateful
trump trump2020 trump2020landslidevictory maga2020 realjameswoods breitbartnews dbongino seanhannity catturd2 trumpwarroom dems will cheat,lie,steal2 win this electionany cost! need 100-300k lawyers 2 b present at ballots sent in by mail! fraud,fraud wb rampant!	Favor	Against	Neither	Non-Hateful
alienfound panther7112 nope joe biden is soft on china second he and his vp has bad thing to say about india relating to removal of 370 it will for sure benefit pakistan in future that's for sure so it's going to be tough international pressure is going to be huge because of kamala harish	Neither	Against	Neither	Non-Hateful
kelli fustos we are not going to create real change by voting and we all know that. all we can hope for this november is to slightly slow down the progression to the nwo. which is why trump is better than biden but still not going to save us or create real systemic change.	Mixed	Against	Neither	Non-Hateful
hkrassenstein not a trump supporter in site. put the crack pipe down, boys. democrats are running to vote trump2020 thanks!! 	Favor	Neither	Neither	Non-Hateful
kharyp joebiden khary, i happy that you will be our elector in the 5th cd. and casting your ballots for joe biden kamala harris.	Neither	Favor	Neither	Non-Hateful
preetbharara don't believe their lies. this is another marketing tactic by trump trumpdoesnothavecovid he is trying to get the attention away from bidenharris2020	Against	Favor	Neither	Non-Hateful
stasihughes seattlepd they're demonstrating the reasons why people should vote trump2020.	Favor	Neither	Neither	Non-Hateful
my maga girlfriend came to bust me outa' twitprison .. butt she decided to staywithme !!! lifesastruggle sorryi can't followback butt i will if i ever get outahere !!! twitcopssuck trump2020 	Favor	Neither	Neither	Non-Hateful
y'all really want four (and according to him.. infinite) more years of this please think. savedemocracy votetrumpout bidenharris2020 ridenwithbiden votebluetosaveamerica votebluetoendthisnightmare election2020	Against	Favor	Neither	Non-Hateful
my name is dominique lee and this november i'll be supporting joe biden and kamala harris for president and vice president. both joe and kamala are dedicated to expanding health care coverage for all americans and as someone who's family has lost our healthcare coverage over.. 	Neither	Favor	Neither	Non-Hateful
we the people want to know.. wherestheriver wherestheriver wherestheriver wherestheriver wherestheriver wherestheriver wherestheriver wherestheriver votebidenharristoendthisnightmare votebidenharristosaveamerica voteblue2020 joebiden joebiden kamalaharris 	Against	Favor	Neither	Non-Hateful
for lack of a plan from joe biden and kamala harris i'll just have to read into their past i believe they're going to want to tell black people they're not black and then lock them up same old same old you know.	Neither	Against	Neither	Non-Hateful
trinitymustache bloomberg did the same. people raved about his ads skewering trump but all the ones that got air time on national tv were about how great bloomberg was.	Neutral mentions	Neither	Neither	Non-Hateful
leave it up to realdonaldtrump to put a smile on my face regardless of how bad my day was! trump2020	Favor	Neither	Neither	Non-Hateful
realdonaldtrump probably without a mask too.. trumpvirus trumpliedpeopledied maga2020 voteblue 	Against	Favor	Neither	Non-Hateful
trumptaxes bbnaijafinale trumpmeltdown biden2020 i pray you each get wellness help big churches have free classes on emotional health and transforming your life ingrahamangle raymondarroyo 	Against	Favor	Neither	Non-Hateful
will ya just shut up man!!! election2020 bidenharris2020 	Neither	Favor	Neither	Non-Hateful
jackposobiec along the route maga2020 	Favor	Neither	Neither	Non-Hateful
scottnevins we only win if all democrats -progressive, liberal, moderate-come together and votebluetosaveamerica bidenharris2020 votebluenomatterwho	Neither	Favor	Neither	Non-Hateful
realdonaldtrump cause you mr president realdonaldtrump. did not practice what you preached in the first debate. you know stand back and stand by. we're going west kanye2020 	Against	Neither	Favor	Non-Hateful
davidmweissman i don't know that i agree with his methods, but damn, he's an artist with a machete! bidenharris2020 bidenharrislandslide2020 bidenharristosaveamerica	Neither	Favor	Neither	Non-Hateful
joebiden stay healthy mr vice president! you and mrs biden! bidenharris2020	Neither	Favor	Neither	Non-Hateful
therock joebiden kamalaharris bye bye rock! it's been fun but i can't support you or anything you are a part of if you are so blind as to think bidenharris would be anything but damaging to the that i love! trump2020 maga	Favor	Against	Neither	Non-Hateful
countless and effortless. the ways in which we help. happy national hispanic heritage month y'all trumppence2020	Favor	Neither	Neither	Non-Hateful
the only thing trump ran well was his businesses into the ground like he's doing to our country bidenharris2020	Against	Favor	Neither	Non-Hateful
realdonaldtrump mr. president, simply put, you got owned last night by joebiden. he's the better person, man and when he's president, our country can regain its soul and truly tackle this covid threat you have ignored for 9 months. bidenharris2020	Against	Favor	Neither	Non-Hateful
